branchNo,branch_fbus,branch_tbus,branch_b,branch_rateA,branch_rateC
1252, 4725, 5738, -50.5051, 0, 0
1253, 1083, 8310, -2000.0000, 433, 0
1254, 1398, 5567, -1428.5714, 491, 0
1255, 4281, 4580, -60.9756, 453, 0
1256, 7050, 4908, -833.3333, 357, 0
1257, 7050, 3740, -1428.5714, 414, 0
1258, 6563, 870, -1000.0000, 414, 0
1259, 8999, 6495, -144.9275, 319, 0
1260, 6888, 5994, -32.8947, 281, 0
1261, 5400, 8005, -222.2222, 414, 0
1262, 5400, 8005, -212.7660, 433, 0
1263, 5881, 4031, -120.4819, 0, 0
1264, 8195, 8334, -60.6061, 1447, 0
1265, 933, 6357, -22.6244, 300, 0
1266, 933, 6357, -25.0627, 319, 0
1267, 933, 3775, -14.9254, 0, 0
1268, 933, 3975, -15.0150, 0, 0
1269, 3918, 1642, -188.6792, 789, 0
1270, 6802, 1153, -1666.6667, 0, 0
1271, 6802, 7599, -1666.6667, 0, 0
1272, 4025, 3994, -1666.6667, 0, 0
1273, 1595, 1414, -28.0112, 319, 0
1274, 3114, 3656, -126.5823, 0, 0
1275, 5237, 2229, -48.5437, 395, 0
1276, 5237, 9108, -61.3497, 395, 0
1277, 5237, 1478, -59.8802, 357, 0
1278, 2799, 8515, -1428.5714, 319, 0
1279, 6405, 7873, -28.0112, 0, 0
1280, 6405, 3894, -23.6967, 0, 0
1281, 4435, 4734, -153.8462, 756, 0
1282, 4435, 3483, -43.8596, 1282, 0
1283, 2079, 7052, -104.1667, 433, 0
1284, 2079, 7052, -102.0408, 414, 0
1285, 2079, 772, -62.5000, 491, 0
1286, 2079, 772, -61.3497, 510, 0
1287, 1081, 6475, -47.1698, 953, 0
1288, 1081, 6475, -49.5050, 1151, 0
1289, 7361, 3166, -16.7785, 0, 0
1290, 7361, 426, -20.4918, 319, 0
1291, 2863, 1857, -1000.0000, 300, 0
1292, 1364, 2430, -120.4819, 376, 0
1293, 2177, 749, -15.0602, 376, 0
1294, 3594, 2850, -63.2911, 376, 0
1295, 6555, 3608, -47.6190, 1381, 0
1296, 8475, 1965, -22.8833, 376, 0
1297, 8475, 5926, -555.5556, 453, 0
1298, 5735, 6053, -38.7597, 338, 0
1299, 5735, 2341, -83.3333, 491, 0
1300, 2629, 7507, -250.0000, 395, 0
1301, 1137, 2406, -2000.0000, 0, 0
1302, 7577, 5814, -25.0000, 319, 0
1303, 7577, 3231, -49.2611, 529, 0
1304, 7663, 5814, -185.1852, 357, 0
1305, 1183, 1159, -25.8398, 376, 0
1306, 6852, 5051, -31.9489, 433, 0
1307, 8307, 8807, -833.3333, 0, 0
1308, 6947, 8807, -909.0909, 0, 0
1309, 4505, 4357, -1111.1111, 281, 0
1310, 7144, 7791, -243.9024, 0, 0
1311, 6889, 2085, -1666.6667, 1151, 0
1312, 6889, 4024, -1666.6667, 1052, 0
1313, 6889, 9065, -2000.0000, 657, 0
1314, 6889, 661, -2000.0000, 657, 0
1315, 6612, 8864, -666.6667, 395, 0
1316, 8931, 6199, -172.4138, 1809, 0
1317, 8931, 6199, -151.5152, 1348, 0
1318, 8931, 6199, -147.0588, 1151, 0
1319, 8931, 6199, -144.9275, 1151, 0
1320, 8931, 8494, -294.1176, 1480, 0
1321, 8931, 8494, -312.5000, 1249, 0
1322, 1643, 4511, -1000.0000, 376, 0
1323, 196, 1973, -833.3333, 0, 0
1324, 2902, 5573, -1666.6667, 0, 0
1325, 4950, 4410, -34.8432, 0, 0
1326, 4950, 333, -42.5532, 472, 0
1327, 4950, 6908, -28.0112, 0, 0
1328, 3377, 7726, -2500.0000, 414, 0
1329, 1027, 3243, -1000.0000, 657, 0
1330, 1027, 2458, -60.6061, 1611, 0
1331, 1027, 2919, -232.5581, 1019, 0
1332, 5308, 8560, -909.0909, 657, 0
1333, 5308, 6427, -59.5238, 1677, 0
1334, 5308, 8347, -79.3651, 1414, 0
1335, 7148, 5610, -50.7614, 433, 0
1336, 7148, 2421, -188.6792, 376, 0
1337, 7148, 2421, -192.3077, 357, 0
1338, 7148, 2421, -196.0784, 376, 0
1339, 7148, 6989, -78.7402, 376, 0
1340, 44, 1545, -50.0000, 0, 0
1341, 44, 3541, -42.7350, 472, 0
1342, 6231, 4710, -16.8919, 300, 0
1343, 6231, 8367, -57.1429, 395, 0
1344, 6231, 2288, -175.4386, 0, 0
1345, 8291, 8473, -113.6364, 281, 0
1346, 8291, 5455, -208.3333, 453, 0
1347, 8291, 7635, -79.3651, 433, 0
1348, 6842, 8473, -121.9512, 0, 0
1349, 6842, 883, -34.7222, 0, 0
1350, 6842, 2288, -166.6667, 414, 0
1351, 3969, 7726, -116.2791, 0, 0
1352, 1090, 1129, -26.5252, 300, 0
1353, 1090, 3070, -119.0476, 357, 0
1354, 8515, 5365, -14.8588, 338, 0
1355, 8515, 5365, -15.4560, 300, 0
1356, 8515, 4529, -11.0497, 281, 0
1357, 8515, 3364, -1428.5714, 300, 0
1358, 935, 5383, -156.2500, 300, 0
1359, 920, 6570, -5000.0000, 300, 0
1360, 6664, 4426, -416.6667, 529, 0
1361, 4339, 2183, -303.0303, 1644, 0
1362, 7513, 4000, -312.5000, 0, 0
1363, 6570, 8542, -285.7143, 319, 0
1364, 6570, 8542, -303.0303, 319, 0
1365, 6570, 1662, -75.7576, 0, 0
1366, 6570, 9119, -149.2537, 376, 0
1367, 6570, 1151, -250.0000, 0, 0
1368, 502, 3589, -357.1429, 395, 0
1369, 8473, 1040, -384.6154, 376, 0
1370, 8473, 145, -833.3333, 281, 0
1371, 8473, 4267, -833.3333, 0, 0
1372, 4936, 5179, -102.0408, 395, 0
1373, 5317, 8854, -416.6667, 300, 0
1374, 9018, 4, -109.8901, 300, 0
1375, 9018, 4829, -78.1250, 357, 0
1376, 6253, 5383, -82.6446, 453, 0
1377, 6253, 7507, -91.7431, 510, 0
1378, 8887, 1644, -96.1538, 756, 0
1379, 8887, 3483, -85.4701, 723, 0
1380, 6639, 7840, -105.2632, 0, 0
1381, 6639, 7840, -103.0928, 0, 0
1382, 5461, 8109, -75.1880, 1480, 0
1383, 6291, 4189, -40.1606, 472, 0
1384, 8405, 4747, -238.0952, 433, 0
1385, 8405, 4580, -37.3134, 433, 0
1386, 338, 7824, -357.1429, 300, 0
1387, 2468, 7824, -357.1429, 281, 0
1388, 5257, 7824, -434.7826, 0, 0
1389, 2189, 7824, -416.6667, 0, 0
1390, 8458, 8267, -526.3158, 1414, 0
1391, 2676, 5987, -67.5676, 319, 0
1392, 1187, 5712, -84.7458, 0, 0
1393, 1187, 6521, -37.3134, 319, 0
1394, 2360, 8636, -181.8182, 453, 0
1395, 2360, 8829, -833.3333, 281, 0
1396, 2360, 4235, -57.4713, 472, 0
1397, 2360, 4235, -56.4972, 510, 0
1398, 2360, 4235, -58.8235, 491, 0
1399, 8818, 5099, -18.3486, 0, 0
1400, 5781, 4734, -82.6446, 1249, 0
1401, 5781, 905, -125.0000, 1611, 0
1402, 5781, 8334, -149.2537, 1743, 0
1403, 5781, 2093, -38.0228, 1315, 0
1404, 6772, 6989, -333.3333, 414, 0
1405, 7885, 3912, -2500.0000, 0, 0
1406, 6730, 3912, -2500.0000, 0, 0
1407, 4301, 3912, -2500.0000, 0, 0
1408, 5362, 5610, -188.6792, 0, 0
1409, 5362, 350, -909.0909, 338, 0
1410, 5362, 6763, -909.0909, 0, 0
1411, 3855, 1973, -1250.0000, 529, 0
1412, 3855, 1973, -714.2857, 491, 0
1413, 3481, 554, -42.9185, 0, 0
1414, 5460, 8222, -62.1118, 1743, 0
1415, 5460, 8222, -60.9756, 1611, 0
1416, 5460, 2721, -92.5926, 1480, 0
1417, 5460, 2721, -90.9091, 1545, 0
1418, 3786, 8578, -39.8406, 433, 0
1419, 490, 2653, -1666.6667, 0, 0
1420, 148, 7069, -833.3333, 414, 0
1421, 7256, 8743, -22.6757, 338, 0
1422, 7256, 1742, -15.1515, 300, 0
1423, 8930, 314, -18.9394, 414, 0
1424, 6954, 7974, -3333.3333, 0, 0
1425, 3325, 7974, -3333.3333, 0, 0
1426, 5627, 1742, -526.3158, 0, 0
1427, 5610, 6989, -151.5152, 376, 0
1428, 21, 6163, -1666.6667, 0, 0
1429, 3749, 5365, -24.9377, 529, 0
1430, 3749, 6982, -24.6305, 433, 0
1431, 2291, 3133, -20.6186, 300, 0
1432, 2291, 4738, -62.1118, 0, 0
1433, 2291, 3656, -52.3560, 433, 0
1434, 314, 4300, -256.4103, 319, 0
1435, 314, 5789, -250.0000, 0, 0
1436, 314, 2467, -56.1798, 472, 0
1437, 314, 2467, -54.6448, 0, 0
1438, 314, 5256, -54.6448, 319, 0
1439, 3200, 2653, -1000.0000, 319, 0
1440, 4679, 4852, -80.6452, 319, 0
1441, 4679, 4852, -125.0000, 357, 0
1442, 4679, 1151, -322.5806, 376, 0
1443, 8568, 5215, -454.5455, 319, 0
1444, 58, 221, -263.1579, 0, 0
1445, 6807, 851, -121.9512, 433, 0
1446, 150, 5099, -17.9533, 0, 0
1447, 150, 3558, -227.2727, 0, 0
1448, 7209, 2934, -312.5000, 0, 0
1449, 1465, 4787, -147.0588, 1118, 0
1450, 1465, 3830, -200.0000, 1052, 0
1451, 1465, 5648, -204.0816, 854, 0
1452, 1465, 4000, -161.2903, 1249, 0
1453, 7537, 3485, -322.5806, 1480, 0
1454, 7537, 3830, -149.2537, 1545, 0
1455, 7537, 5648, -147.0588, 1677, 0
1456, 1262, 2424, -58.8235, 0, 0
1457, 1262, 1156, -88.4956, 376, 0
1458, 1262, 4914, -65.3595, 357, 0
1459, 1262, 4914, -89.2857, 0, 0
1460, 1262, 3834, -370.3704, 0, 0
1461, 1262, 556, -89.2857, 357, 0
1462, 1262, 3019, -128.2051, 0, 0
1463, 1262, 7923, -384.6154, 0, 0
1464, 1551, 4103, -83.3333, 510, 0
1465, 1551, 7862, -136.9863, 472, 0
1466, 1551, 5458, -131.5789, 529, 0
1467, 1551, 1838, -44.2478, 376, 0
1468, 3070, 2888, -344.8276, 0, 0
1469, 4874, 4504, -21.9298, 453, 0
1470, 4874, 3579, -78.7402, 376, 0
1471, 4874, 3579, -83.3333, 0, 0
1472, 4874, 7903, -47.6190, 338, 0
1473, 6368, 1102, -39.6825, 472, 0
1474, 6368, 9217, -46.0829, 376, 0
1475, 6368, 5653, -59.1716, 453, 0
1476, 8478, 5907, -29.4118, 0, 0
1477, 5241, 6921, -123.4568, 789, 0
1478, 4, 1813, -65.7895, 338, 0
1479, 8950, 7049, -303.0303, 529, 0
1480, 6846, 8788, -51.0204, 376, 0
1481, 6846, 6734, -78.1250, 395, 0
1482, 4426, 5616, -12.4224, 453, 0
1483, 4426, 1965, -19.4932, 453, 0
1484, 4426, 1767, -21.8341, 433, 0
1485, 3037, 1102, -238.0952, 376, 0
1486, 3037, 8485, -135.1351, 376, 0
1487, 3037, 5653, -81.3008, 472, 0
1488, 5395, 4661, -19.9203, 319, 0
1489, 5395, 520, -108.6957, 338, 0
1490, 5395, 6816, -14.8810, 300, 0
1491, 5395, 5918, -41.6667, 319, 0
1492, 5395, 5918, -41.6667, 338, 0
1493, 8636, 1380, -75.1880, 300, 0
1494, 3436, 4239, -80.6452, 0, 0
1495, 3436, 4239, -81.3008, 395, 0
1496, 3436, 3656, -22.3714, 338, 0
1497, 6203, 7124, -39.3701, 0, 0
1498, 9059, 7124, -33.3333, 0, 0
1499, 5994, 96, -45.8716, 0, 0
1500, 5049, 306, -45.2489, 433, 0
1501, 718, 8397, -46.0829, 414, 0
1502, 718, 6982, -22.3214, 472, 0
1503, 7202, 8807, -84.0336, 0, 0
1504, 7202, 8807, -86.2069, 0, 0
1505, 8592, 2995, -185.1852, 0, 0
1506, 6581, 823, -3333.3333, 0, 0
1507, 6581, 1680, -3333.3333, 1710, 0
1508, 6199, 953, -384.6154, 723, 0
1509, 6199, 1817, -400.0000, 657, 0
1510, 3231, 1504, -117.6471, 0, 0
1511, 3231, 7226, -48.0769, 319, 0
1512, 2928, 7865, -1250.0000, 395, 0
1513, 3916, 6891, -89.2857, 0, 0
1514, 6053, 171, -58.8235, 433, 0
1515, 6053, 171, -60.2410, 491, 0
1516, 8829, 3044, -833.3333, 414, 0
1517, 1552, 1194, -138.8889, 1545, 0
1518, 3912, 3740, -217.3913, 338, 0
1519, 3912, 2695, -588.2353, 281, 0
1520, 3912, 2695, -1250.0000, 453, 0
1521, 3912, 8877, -151.5152, 338, 0
1522, 7520, 8222, -119.0476, 1447, 0
1523, 7520, 8222, -117.6471, 1447, 0
1524, 2421, 3610, -58.4795, 472, 0
1525, 2421, 1414, -27.1003, 529, 0
1526, 8879, 3610, -51.5464, 0, 0
1527, 8397, 5918, -46.9484, 414, 0
1528, 1914, 6982, -357.1429, 0, 0
1529, 7873, 6638, -74.6269, 281, 0
1530, 4562, 7702, -81.9672, 414, 0
1531, 4562, 7702, -85.4701, 319, 0
1532, 8835, 1156, -163.9344, 0, 0
1533, 8835, 1233, -166.6667, 0, 0
1534, 3390, 408, -1250.0000, 0, 0
1535, 3390, 7231, -1428.5714, 0, 0
1536, 3390, 5993, -120.4819, 395, 0
1537, 1910, 2550, -1000.0000, 0, 0
1538, 3975, 7353, -14.9925, 0, 0
1539, 3126, 7495, -32.8947, 338, 0
1540, 2689, 5753, -285.7143, 0, 0
1541, 1201, 4235, -112.3596, 414, 0
1542, 7626, 7076, -2500.0000, 395, 0
1543, 4823, 4060, -192.3077, 0, 0
1544, 4141, 1311, -121.9512, 657, 0
1545, 7124, 4566, -32.4675, 0, 0
1546, 7124, 8873, -1000.0000, 491, 0
1547, 6684, 5383, -98.0392, 472, 0
1548, 8151, 5383, -112.3596, 453, 0
1549, 4357, 6619, -147.0588, 414, 0
1550, 8191, 8765, -169.4915, 281, 0
1551, 7466, 5469, -29.9401, 529, 0
1552, 3401, 5351, -3333.3333, 0, 0
1553, 3760, 225, -135.1351, 491, 0
1554, 53, 4031, -41.3223, 414, 0
1555, 8222, 6921, -46.2963, 1578, 0
1556, 8222, 6921, -47.3934, 1677, 0
1557, 6556, 4239, -178.5714, 433, 0
1558, 6556, 4239, -161.2903, 472, 0
1559, 2940, 7178, -99.0099, 0, 0
1560, 3928, 2563, -500.0000, 433, 0
1561, 3928, 6521, -1428.5714, 395, 0
1562, 1923, 3830, -200.0000, 986, 0
1563, 1923, 5648, -204.0816, 1151, 0
1564, 2815, 4914, -1428.5714, 0, 0
1565, 2815, 4914, -1428.5714, 0, 0
1566, 4125, 1644, -32.2581, 1743, 0
1567, 163, 3498, -50.7614, 395, 0
1568, 163, 2430, -50.0000, 338, 0
1569, 7943, 9108, -270.2703, 395, 0
1570, 7943, 1478, -263.1579, 357, 0
1571, 2308, 3541, -175.4386, 0, 0
1572, 3535, 7582, -178.5714, 0, 0
1573, 2019, 8542, -714.2857, 0, 0
1574, 5174, 8542, -714.2857, 0, 0
1575, 7945, 5215, -303.0303, 0, 0
1576, 2057, 9130, -588.2353, 0, 0
1577, 2057, 9130, -625.0000, 0, 0
1578, 4661, 6816, -32.1543, 357, 0
1579, 7519, 776, -45.0450, 395, 0
1580, 8989, 3435, -2000.0000, 0, 0
1581, 7797, 2020, -2000.0000, 0, 0
1582, 871, 4031, -49.2611, 414, 0
1583, 871, 2878, -84.0336, 453, 0
1584, 7353, 9164, -35.2113, 414, 0
1585, 7974, 2012, -69.4444, 395, 0
1586, 7974, 2012, -68.4932, 395, 0
1587, 7974, 1750, -101.0101, 376, 0
1588, 1401, 2303, -20.4499, 300, 0
1589, 4504, 7903, -32.2581, 0, 0
1590, 5837, 449, -112.3596, 1447, 0
1591, 5837, 449, -114.9425, 1348, 0
1592, 5837, 1817, -28.7356, 1578, 0
1593, 5837, 2458, -106.3830, 1743, 0
1594, 5837, 6427, -113.6364, 1578, 0
1595, 5837, 1730, -60.2410, 0, 0
1596, 9217, 594, -43.4783, 300, 0
1597, 6351, 5393, -243.9024, 529, 0
1598, 6194, 7702, -30.4878, 0, 0
1599, 2503, 7491, -34.4828, 0, 0
1600, 4031, 2872, -243.9024, 0, 0
1601, 4031, 8043, -53.4759, 376, 0
1602, 1813, 2866, -58.4795, 338, 0
1603, 5365, 5417, -26.0417, 0, 0
1604, 5365, 4100, -86.9565, 414, 0
1605, 5365, 1556, -1666.6667, 300, 0
1606, 3894, 3865, -39.5257, 0, 0
1607, 128, 1554, -625.0000, 319, 0
1608, 198, 7994, -86.2069, 0, 0
1609, 198, 1554, -64.9351, 300, 0
1610, 2985, 3133, -30.3030, 300, 0
1611, 7316, 3071, -769.2308, 0, 0
1612, 6486, 8992, -75.7576, 338, 0
1613, 8485, 594, -23.8663, 338, 0
1614, 682, 8477, -250.0000, 300, 0
1615, 5146, 5488, -23.3645, 338, 0
1616, 6638, 776, -33.2226, 338, 0
1617, 8788, 789, -64.5161, 319, 0
1618, 6332, 1556, -185.1852, 0, 0
1619, 6332, 1556, -192.3077, 0, 0
1620, 1883, 7702, -30.9598, 0, 0
1621, 1883, 2132, -17.7936, 0, 0
1622, 171, 2341, -75.7576, 472, 0
1623, 6630, 10, -526.3158, 453, 0
1624, 4484, 4239, -625.0000, 433, 0
1625, 3044, 4235, -36.1011, 453, 0
1626, 851, 4454, -114.9425, 491, 0
1627, 3485, 2183, -357.1429, 1480, 0
1628, 1156, 7923, -113.6364, 319, 0
1629, 1156, 1233, -2500.0000, 453, 0
1630, 8913, 4852, -112.3596, 357, 0
1631, 4039, 1233, -2500.0000, 0, 0
1632, 4914, 2653, -2000.0000, 300, 0
1633, 4914, 2653, -2000.0000, 300, 0
1634, 4914, 556, -263.1579, 338, 0
1635, 4914, 3019, -357.1429, 0, 0
1636, 7994, 5256, -36.2319, 0, 0
1637, 1709, 3346, -50.0000, 1381, 0
1638, 1709, 8468, -116.2791, 1118, 0
1639, 7702, 1234, -51.5464, 300, 0
1640, 7702, 8035, -61.3497, 0, 0
1641, 8677, 3331, -39.8406, 0, 0
1642, 8189, 3643, -72.9927, 395, 0
1643, 3133, 8477, -55.2486, 414, 0
1644, 6744, 6101, -81.9672, 433, 0
1645, 8542, 4313, -625.0000, 0, 0
1646, 769, 5233, -41.8410, 319, 0
1647, 1965, 5926, -23.9234, 357, 0
1648, 9014, 3999, -769.2308, 0, 0
1649, 1917, 8406, -370.3704, 300, 0
1650, 1917, 2021, -384.6154, 376, 0
1651, 1917, 8293, -83.3333, 319, 0
1652, 4738, 3656, -28.4900, 0, 0
1653, 4738, 8477, -116.2791, 0, 0
1654, 7998, 1644, -140.8451, 657, 0
1655, 6734, 1015, -56.1798, 395, 0
1656, 6734, 8992, -50.5051, 0, 0
1657, 6734, 789, -79.3651, 510, 0
1658, 5004, 5393, -555.5556, 0, 0
1659, 1708, 3906, -2500.0000, 0, 0
1660, 9150, 3906, -2500.0000, 1710, 0
1661, 280, 9158, -17.6367, 357, 0
1662, 8043, 3656, -34.2466, 0, 0
1663, 5712, 8992, -68.0272, 414, 0
1664, 5712, 8466, -312.5000, 376, 0
1665, 5712, 6880, -333.3333, 376, 0
1666, 5215, 7266, -172.4138, 376, 0
1667, 8807, 8992, -158.7302, 357, 0
1668, 8807, 8992, -156.2500, 357, 0
1669, 8807, 8992, -196.0784, 0, 0
1670, 218, 2088, -33.4448, 395, 0
1671, 520, 5918, -63.6943, 414, 0
1672, 2653, 2128, -1250.0000, 319, 0
1673, 1216, 5233, -2500.0000, 0, 0
1674, 8980, 5993, -454.5455, 0, 0
1675, 5212, 5993, -454.5455, 0, 0
1676, 3656, 4060, -54.3478, 529, 0
1677, 883, 3331, -67.5676, 0, 0
1678, 5144, 3346, -24.5098, 1447, 0
1679, 3498, 2563, -17.6367, 357, 0
1680, 1896, 8200, -1000.0000, 657, 0
1681, 9130, 8864, -57.8035, 376, 0
1682, 3503, 2510, -94.3396, 433, 0
1683, 3503, 6146, -131.5789, 472, 0
1684, 401, 1584, -3333.3333, 395, 0
1685, 7328, 6921, -56.4972, 0, 0
1686, 7328, 6921, -50.0000, 1644, 0
1687, 6816, 5573, -35.3357, 319, 0
1688, 7396, 8564, -2000.0000, 0, 0
1689, 7396, 8564, -2000.0000, 0, 0
1690, 6921, 432, -98.0392, 1513, 0
1691, 6921, 432, -116.2791, 1677, 0
1692, 6921, 432, -77.5194, 1545, 0
1693, 6921, 432, -131.5789, 1611, 0
1694, 6921, 432, -129.8701, 1447, 0
1695, 6921, 8200, -43.6681, 1545, 0
1696, 2949, 3121, -25.9067, 395, 0
1697, 2949, 3121, -25.9067, 414, 0
1698, 953, 1730, -73.5294, 690, 0
1699, 1767, 892, -18.7970, 529, 0
1700, 4674, 4889, -212.7660, 338, 0
1701, 4674, 7076, -909.0909, 414, 0
1702, 1234, 8035, -163.9344, 357, 0
1703, 115, 225, -256.4103, 491, 0
1704, 5720, 8578, -29.7619, 414, 0
1705, 3579, 5469, -52.3560, 491, 0
1706, 3246, 124, -909.0909, 853, 0
1707, 8846, 4783, -909.0909, 853, 0
1708, 2393, 3306, -1111.1111, 853, 0
1709, 1895, 4480, -1111.1111, 853, 0
1710, 678, 4454, -909.0909, 510, 0
1711, 1002, 4852, -370.3704, 0, 0
1712, 6429, 2012, -270.2703, 0, 0
1713, 4889, 7076, -370.3704, 0, 0
1714, 5341, 7491, -196.0784, 414, 0
1715, 2563, 6521, -1250.0000, 376, 0
1716, 1111, 594, -81.3008, 0, 0
1717, 4747, 7791, -129.8701, 395, 0
1718, 3906, 3022, -181.8182, 1611, 0
1719, 3906, 1194, -161.2903, 1545, 0
1720, 5993, 8804, -92.5926, 529, 0
1721, 1798, 8487, -169.4915, 0, 0
1722, 2467, 7178, -68.4932, 414, 0
1723, 2132, 2303, -18.3486, 0, 0
1724, 8992, 8466, -90.9091, 433, 0
1725, 8992, 6880, -99.0099, 433, 0
1726, 8992, 2995, -70.4225, 319, 0
1727, 805, 3221, -37.0370, 395, 0
1728, 805, 3327, -70.9220, 510, 0
1729, 805, 8310, -33.6700, 491, 0
1730, 805, 2088, -128.2051, 529, 0
1731, 5383, 2021, -131.5789, 414, 0
1732, 5383, 4114, -303.0303, 0, 0
1733, 5383, 5519, -277.7778, 300, 0
1734, 5383, 8293, -250.0000, 376, 0
1735, 5383, 3435, -113.6364, 433, 0
1736, 7507, 6990, -322.5806, 0, 0
1737, 7507, 2406, -250.0000, 0, 0
1738, 7507, 2020, -102.0408, 281, 0
1739, 6478, 6146, -32.6797, 414, 0
1740, 4852, 2695, -111.1111, 338, 0
1741, 4852, 2695, -105.2632, 376, 0
1742, 4852, 5502, -113.6364, 0, 0
1743, 4852, 8877, -204.0816, 319, 0
1744, 4852, 9119, -181.8182, 453, 0
1745, 4852, 1151, -166.6667, 0, 0
1746, 2012, 1750, -232.5581, 433, 0
1747, 1478, 6616, -76.9231, 395, 0
1748, 809, 4594, -69.4444, 0, 0
1749, 8656, 4729, -1000.0000, 0, 0
1750, 4100, 615, -370.3704, 414, 0
1751, 4060, 5393, -222.2222, 529, 0
1752, 9203, 2426, -20.3666, 0, 0
1753, 9203, 2426, -40.1606, 591, 0
1754, 118, 2426, -40.9836, 591, 0
1755, 3145, 7770, -42.1941, 591, 0
1756, 7267, 4918, -38.9105, 591, 0
1757, 7267, 4918, -34.1297, 591, 0
1758, 839, 4506, -19.1939, 0, 0
1759, 839, 4506, -22.9885, 0, 0
1760, 3445, 6114, -35.3357, 591, 0
1761, 3445, 6114, -38.4615, 591, 0
1762, 3445, 7264, -39.2157, 591, 0
1763, 891, 6306, -25.4453, 0, 0
1764, 720, 1711, -37.5940, 591, 0
1765, 720, 1711, -38.0228, 591, 0
1766, 6206, 3240, -42.9185, 591, 0
1767, 6206, 3240, -37.8788, 591, 0
1768, 9174, 2924, -23.1481, 0, 0
1769, 9174, 2924, -22.6757, 0, 0
1770, 1355, 5856, -22.9358, 0, 0
1771, 1355, 5856, -24.2131, 0, 0
1772, 1355, 5856, -24.6914, 0, 0
1773, 3205, 4683, -22.9358, 0, 0
1774, 3205, 4683, -23.4742, 0, 0
1775, 5350, 2361, -32.4675, 591, 0
1776, 5350, 2361, -33.2226, 591, 0
1777, 5016, 6112, -37.8788, 591, 0
1778, 5016, 8860, -37.1747, 591, 0
1779, 7471, 549, -36.3636, 591, 0
1780, 7471, 549, -35.4610, 591, 0
1781, 549, 5002, -108.6957, 567, 0
1782, 5490, 3817, -22.4719, 0, 0
1783, 2854, 9112, -25.3165, 0, 0
1784, 2918, 6532, -40.9836, 591, 0
1785, 2918, 6532, -41.6667, 591, 0
1786, 4494, 7284, -38.9105, 591, 0
1787, 2656, 1775, -23.6407, 0, 0
1788, 3519, 5641, -23.8095, 0, 0
1789, 3543, 367, -35.7143, 591, 0
1790, 3543, 1833, -44.6429, 591, 0
1791, 2372, 367, -37.8788, 591, 0
1792, 2372, 367, -39.2157, 591, 0
1793, 1876, 7752, -40.6504, 591, 0
1794, 113, 7752, -41.6667, 591, 0
1795, 3499, 7289, -26.1780, 0, 0
1796, 3499, 7289, -24.3902, 0, 0
1797, 3082, 2083, -34.7222, 591, 0
1798, 6224, 2083, -36.9004, 591, 0
1799, 2174, 2083, -21.0526, 0, 0
1800, 4623, 1609, -35.3357, 591, 0
1801, 4623, 1609, -37.8788, 591, 0
1802, 4623, 1609, -38.9105, 591, 0
1803, 5589, 1001, -36.6300, 591, 0
1804, 5589, 1001, -37.4532, 591, 0
1805, 5589, 1001, -26.6667, 0, 0
1806, 5589, 1001, -28.4091, 0, 0
1807, 1198, 7473, -37.4532, 591, 0
1808, 1198, 7473, -36.3636, 591, 0
1809, 2479, 5482, -36.6300, 591, 0
1810, 2479, 5482, -35.5872, 591, 0
1811, 7831, 5525, -40.0000, 0, 0
1812, 7831, 5525, -43.8596, 0, 0
1813, 7831, 5525, -40.1606, 591, 0
1814, 4970, 7955, -41.3223, 591, 0
1815, 4970, 7955, -42.0168, 591, 0
1816, 5007, 7367, -24.8756, 0, 0
1817, 757, 3758, -34.6021, 591, 0
1818, 3697, 6952, -37.0370, 591, 0
1819, 3697, 6952, -21.8818, 0, 0
1820, 3697, 6952, -20.4499, 0, 0
1821, 3697, 6952, -38.6100, 591, 0
1822, 6738, 8180, -36.6300, 591, 0
1823, 6738, 8180, -36.7647, 591, 0
1824, 9222, 5935, -41.1523, 591, 0
1825, 7988, 804, -38.0228, 591, 0
1826, 7988, 804, -39.0625, 591, 0
1827, 3239, 1539, -38.0228, 591, 0
1828, 3239, 1539, -21.4133, 0, 0
1829, 2056, 4084, -37.1747, 591, 0
1830, 2056, 4084, -36.4964, 591, 0
1831, 4598, 5110, -22.2717, 0, 0
1832, 2129, 5110, -22.4719, 0, 0
1833, 5658, 5550, -29.1545, 0, 0
1834, 5658, 5550, -40.9836, 591, 0
1835, 2848, 1526, -42.0168, 591, 0
1836, 4541, 7464, -43.1034, 591, 0
1837, 4541, 7464, -37.5940, 591, 0
1838, 1754, 3857, -34.1297, 591, 0
1839, 1754, 3857, -33.3333, 591, 0
1840, 1754, 3857, -32.2581, 591, 0
1841, 2518, 4544, -38.9105, 591, 0
1842, 2518, 4544, -39.3701, 591, 0
1843, 3069, 6115, -112.3596, 491, 0
1844, 5067, 7641, -42.1941, 591, 0
1845, 6036, 8670, -42.5532, 591, 0
1846, 6036, 5522, -37.3134, 591, 0
1847, 8486, 8791, -21.1416, 0, 0
1848, 7530, 8791, -22.8311, 0, 0
1849, 7522, 7571, -32.6797, 591, 0
1850, 7522, 7571, -35.3357, 591, 0
1851, 7522, 7571, -35.5872, 591, 0
1852, 2526, 1483, -25.3807, 0, 0
1853, 2365, 8316, -41.3223, 591, 0
1854, 8672, 1860, -41.6667, 591, 0
1855, 8672, 1860, -41.8410, 591, 0
1856, 1494, 583, -24.0964, 0, 0
1857, 1494, 583, -23.4192, 0, 0
